"mensal","cota","afluencia","defluencia","vazao_vertida","vazao_turbinada","vazao_natural","proporcao_volume_util","vazao_incremental"
"2019-01",386.767741935484,1165.65096774194,925.741935483871,0,901.387096774194,1661.93548387097,36.4032258064516,1153.8064516129
"2019-02",386.76,854.75,797.892857142857,0,797.892857142857,1276.71428571429,36.3353571428571,849.464285714286
"2019-03",387.173225806452,1291.29032258065,713.354838709677,0,713.354838709677,2043.45161290323,39.8293548387097,1189.64516129032
"2019-04",387.899,1474.66666666667,709.4,0,709.4,2120.9,46.3243333333333,1425.5
"2019-05",388.14935483871,872.58064516129,990.161290322581,0,990.161290322581,1285.51612903226,48.6622580645161,839.096774193548
"2019-06",387.892,684.666666666667,905.3,0,905.3,728.633333333333,46.2456666666667,514.966666666667
"2019-07",387.693225806452,643.225806451613,848.290322580645,0,848.290322580645,622,44.4196774193548,395.258064516129
"2019-08",387.45064516129,561.935483870968,811.709677419355,0,811.709677419355,514.032258064516,42.2429032258065,344.741935483871
"2019-09",387.089333333333,485,999.433333333333,0,999.433333333333,404.3,39.1056666666667,294.366666666667
"2019-10",386.76,470,1096,0,1096,303,36.335,236.5
