"ano","mes","cota","afluencia","defluencia"
"2008","05",220.208387096774,11022.4880645161,11205.9032258065
"2008","06",220.034,10759.5333333333,10733.4
"2008","07",219.976451612903,9814.69,9829.87096774194
"2008","08",220.152903225806,12128.664516129,12113.4838709677
"2008","09",219.839666666667,9421.46966666667,9567.03333333333
"2008","10",219.957419354839,10566.6041935484,10606.4838709677
"2008","11",220.245666666667,10802.4733333333,10673.0666666667
"2008","12",218.280322580645,8125.12064516129,9424.96774193548
"2009","01",217.736774193548,9791.83225806452,9347.70967741935
"2009","02",219.190357142857,11531.235,10483
"2009","03",219.852580645161,11202.9483870968,11374.3225806452
"2009","04",220.137666666667,10821.955,11097.4666666667
"2009","05",219.398387096774,9461.49451612903,9289.45161290323
"2009","06",219.415333333333,9699.21366666667,9704.33333333333
"2009","07",220.2,11210.3890322581,10924.2258064516
"2009","08",219.806129032258,10320.3470967742,10516.9677419355
"2009","09",220.102,13000.9943333333,12897.2666666667
"2009","10",220.172258064516,15771.7116129032,15931.8709677419
"2009","11",220.017333333333,14260.631,14053.3666666667
"2009","12",219.764516129032,18783.7038709677,19229.9032258065
"2010","01",219.516451612903,22356.9480645161,22410.2903225806
"2010","02",219.269642857143,20382.7839285714,20215.5714285714
"2010","03",219.716774193548,14233.0887096774,14044.935483871
"2010","04",219.967333333333,15341.9423333333,15248.6333333333
"2010","05",220.06935483871,11509.6358064516,11398.2258064516
"2010","06",220.229,10176.8386666667,10276.3333333333
"2010","07",219.948387096774,10105.635483871,10055.064516129
"2010","08",219.907419354839,9427.58838709677,9683.03225806452
"2010","09",219.633,9578.05333333333,9439.1
"2010","10",220.206774193548,11239.3674193548,11026.7741935484
"2010","11",220.186666666667,10595.0463333333,10783.6
"2010","12",220.306774193548,12367.1870967742,12159.1290322581
"2011","01",220.163548387097,12560.6706451613,12667.7419354839
"2011","02",220.136071428571,14675.3882142857,14892.4642857143
"2011","03",219.980322580645,19424.9822580645,19299.7096774194
"2011","04",220.138,15448.0523333333,15290.7
"2011","05",220.331935483871,10827.9729032258,11025.5161290323
"2011","06",219.938333333333,10382.394,10351.2333333333
"2011","07",220.340322580645,11335.0583870968,11095.8709677419
"2011","08",220.250967741935,13363.7677419355,13471.2903225806
"2011","09",220.252666666667,10242.8123333333,10342.4
"2011","10",220.126129032258,11389.4129032258,11277.7419354839
"2011","11",220.349666666667,11977.76,11951.3666666667
"2011","12",220.329032258065,11290.7090322581,11300.935483871
"2012","01",220.206129032258,12081.4564516129,12167.9677419355
"2012","02",220.065517241379,11033.1372413793,11374.7586206897
"2012","03",219.401290322581,10994.0748387097,10835.4838709677
"2012","04",219.456666666667,11200.6703333333,10992.3333333333
"2012","05",219.74935483871,10961.0883870968,11207.5483870968
"2012","06",220.306,14918.7866666667,14558.4666666667
"2012","07",220.086451612903,12056.935483871,12607.5483870968
"2012","08",219.248709677419,10550.5058064516,10628.2580645161
"2012","09",219.129,9809.22566666667,9859.13333333333
"2012","10",218.804838709677,10064.2038709677,10307.0322580645
"2012","11",218.057666666667,9703.31,10136.4
"2012","12",217.105161290323,10212.9083870968,10558.1935483871
"2013","01",216.566129032258,10497.9793548387,10818.2903225806
"2013","02",217.523571428571,12554.5267857143,11580.4285714286
"2013","03",218.612580645161,12882.474516129,11845.064516129
"2013","04",220.122,11895.324,12103.9666666667
"2013","05",219.611935483871,10430.8070967742,10450.8064516129
"2013","06",220.161,15115.3076666667,14753.6333333333
"2013","07",220.39935483871,14486.7941935484,14548.4838709677
"2013","08",219.777741935484,10055.1822580645,10580.3870967742
"2013","09",218.950666666667,9888.32466666667,9938.63333333333
"2013","10",219.610967741935,10904.9612903226,10934.064516129
"2013","11",217.882,9909.742,10933.3333333333
"2013","12",216.562903225806,10534.8780645161,10878.7096774194
"2014","01",217.032903225806,11140.8516129032,11051.8387096774
"2014","02",215.868928571429,10674.36,10948.7857142857
"2014","03",217.005161290323,10810.6332258065,9896.25806451613
"2014","04",218.061666666667,10791.888,10233.6666666667
"2014","05",218.882258064516,9657.47580645161,9565.38709677419
"2014","06",220.112,12587.3243333333,12156.3
"2014","07",219.217096774194,9046.24870967742,9642.12903225806
"2014","08",217.535161290323,8252.75774193548,9232.96774193548
"2014","09",216.808666666667,9064.04466666667,8492.76666666667
"2014","10",217.966129032258,9541.56870967742,10383.1290322581
"2014","11",216.757333333333,9448.044,9030.4
"2014","12",216.806129032258,9248.26129032258,9243.87096774194
"2015","01",217.241290322581,9984.70612903226,10059.064516129
"2015","02",217.2025,10545.8014285714,9924.89285714286
"2015","03",217.756774193548,10351.0567741935,10731.5483870968
"2015","04",217.876333333333,9397.10866666667,9032.53333333333
"2015","05",218.418064516129,9117.64935483871,8889.32258064516
"2015","06",218.709,8740.439,8735.56666666667
"2015","07",219.84,13171.7296774194,12327.0322580645
"2015","08",219.349032258065,8225.97258064516,9197.1935483871
"2015","09",217.926666666667,8980.79033333333,9114.63333333333
"2015","10",219.550967741935,12217.8187096774,11096.6129032258
"2015","11",220.337,15262.5456666667,15129.4666666667
"2015","12",220.154516129032,17985.1687096774,18311.8709677419
"2016","01",220.244838709677,20319.8348387097,20314.8064516129
"2016","02",220.253103448276,15516.4410344828,15111.4827586207
"2016","03",220.367419354839,18162.5680645161,18333.1290322581
"2016","04",219.821666666667,11759.5663333333,12397.9666666667
"2016","05",219.657741935484,12420.5274193548,11818.0967741935
"2016","06",220.322,15110.5236666667,15142.2333333333
"2016","07",219.84,11236.2429032258,11627.3870967742
"2016","08",219.547741935484,11977.204516129,11626.8387096774
"2016","09",219.880333333333,10901.427,11415.0333333333
"2016","10",219.128709677419,11739.6016129032,11186.4516129032
"2016","11",219.598,10439.9286666667,11190.6
"2016","12",218.851612903226,11647.3770967742,11780.1612903226
"2017","01",218.991612903226,11806.4516129032,11461.4516129032
"2017","02",219.4475,12037.1107142857,12053.2857142857
"2017","03",219.017096774194,11120.5325806452,11270.2903225806
"2017","04",219.285,10004.505,9595.36666666667
"2017","05",219.707419354839,11141.2264516129,10980.6129032258
"2017","06",220.084666666667,12777.6206666667,12761.9333333333
"2017","07",219.564838709677,8875.40064516129,9461.51612903226
"2017","08",218.985483870968,9227.61064516129,9145.87096774194
"2017","09",218.793666666667,9132.78166666667,9276.46666666667
"2017","10",218.703225806452,10953.2606451613,10804.5483870968
"2017","11",219.64,12097.701,12295.5666666667
"2017","12",219.167741935484,13138.6241935484,12578.2903225806
"2018","01",219.99,16830.7848387097,16669.2258064516
"2018","02",220.107142857143,12533.7267857143,12573
"2018","03",220.225161290323,13928.7551612903,13806.6451612903
"2018","04",220.039,11262.5816666667,11544.5
"2018","05",219.64935483871,8927.94741935484,9012.41935483871
"2018","06",219.483333333333,8311.23466666667,8458.53333333333
"2018","07",219.255806451613,7773.58129032258,7938.25806451613
"2018","08",218.529032258065,9183.27096774194,9439.48387096774
"2018","09",218.837333333333,8708.86,8309.2
"2018","10",219.419032258065,11939.8825806452,11517.9032258065
"2018","11",219.398666666667,11791.1023333333,12790.1
"2018","12",217.488387096774,9884.99903225807,10531.1935483871
"2019","01",217.013225806452,10391.5606451613,10417.3225806452
"2019","02",216.582142857143,9186.73928571429,9071.92857142857
"2019","03",217.667741935484,10263.1993548387,9571.38709677419
"2019","04",217.632,8614.31933333333,9065.43333333333
"2019","05",218.190967741935,8440.66806451613,7568.67741935484
"2019","06",220.232333333333,8775.47766666667,8270.76666666667
"2019","07",220.02064516129,7320.02774193548,7789.67741935484
"2019","08",219.315483870968,7408.46096774194,7418.54838709677
"2019","09",219.353666666667,8529.14466666667,8544.43333333333
"2019","10",218.963548387097,8033.09677419355,8451.64516129032
"2019","11",217.567666666667,7346.90766666667,8254.3
"2019","12",217.884516129032,10047.2180645161,8748.77419354839
"2020","01",219.404193548387,9875.18580645161,10353.064516129
"2020","02",217.781379310345,9479.32103448276,9969.75862068966
"2020","03",216.986774193548,8302.68451612903,8603.48387096774
"2020","04",218.010333333333,7365.50166666667,6359.53333333333
"2020","05",218.882903225806,6899.2435483871,7331.58064516129
"2020","06",218.128666666667,6967.62833333333,6972.93333333333
"2020","07",218.075483870968,6986.03387096774,7040.93548387097
"2020","08",217.891935483871,8184.14290322581,8037
"2020","09",217.515,7808.49166666667,8362.03333333333
"2020","10",217.137096774194,8509.97129032258,8360.16129032258
"2020","11",217.14,7813.35166666667,8026.7
"2020","12",216.617096774194,7599.96,7539.22580645161
"2021","01",217.676451612903,9232.8264516129,8292.54838709677
"2021","02",219.271071428571,9935.65214285714,10245.3214285714
"2021","03",218.604516129032,7688.88129032258,7726.51612903226
"2021","04",218.506,6238.021,6131.46666666667
"2021","05",218.479032258065,5845.75935483871,6270.67741935484
"2021","06",218.33,5713.71266666667,5186.26666666667
"2021","07",218.75064516129,4688.53064516129,4745.41935483871
"2021","08",218.277419354839,4973.71387096774,5230.61290322581
"2021","09",217.726666666667,6982.994,7040
"2021","10",218.766129032258,8773.11193548387,8052.12903225806
"2021","11",218.663666666667,7132.70033333333,7647.23333333333
"2021","12",217.730967741935,6266.76096774194,6546.74193548387
"2022","01",217.708181818182,5589.51181818182,5500.18181818182
